output_area,All household spaces,Occupied household spaces,Unoccupied household spaces,Unoccupied household spaces: Second residence/holiday accommodation,Unoccupied household spaces: Vacant
S00089822,44,44,0,0,0
S00089823,44,43,1,0,1
S00089824,72,72,0,0,0
S00089825,70,68,2,1,1
S00089826,52,50,2,0,2
S00089827,46,46,0,0,0
S00089828,57,54,3,1,2
S00089829,42,42,0,0,0
S00089830,52,51,1,0,1
S00089831,48,46,2,0,2
S00089832,41,40,1,0,1
S00089833,65,65,0,0,0
S00089834,40,40,0,0,0
S00089835,43,43,0,0,0
S00089836,73,72,1,0,1
S00089837,69,68,1,0,1
S00089838,72,68,4,3,1
S00089839,35,35,0,0,0
S00089840,37,35,2,2,0
S00089841,48,48,0,0,0
S00089842,42,40,2,2,0
S00089843,51,50,1,1,0
S00089844,54,51,3,3,0
S00089845,55,55,0,0,0
S00089846,37,36,1,0,1
S00089847,34,34,0,0,0
S00089848,46,46,0,0,0
S00089849,60,59,1,0,1
S00089850,68,65,3,1,2
S00089851,40,40,0,0,0
S00089852,72,70,2,0,2
S00089853,72,70,2,0,2
S00089854,72,68,4,0,4
S00089855,72,72,0,0,0
S00089856,75,75,0,0,0
S00089857,57,57,0,0,0
S00089858,38,37,1,0,1
S00089859,48,48,0,0,0
S00089860,48,48,0,0,0
S00089861,52,51,1,1,0
S00089862,69,68,1,0,1
S00089863,64,64,0,0,0
S00089864,76,76,0,0,0
S00089865,65,57,8,6,2
S00089866,52,49,3,2,1
S00089867,52,52,0,0,0
S00089868,48,40,8,6,2
S00089869,73,67,6,6,0
S00089870,49,48,1,1,0
S00089871,67,63,4,0,4
S00089872,59,59,0,0,0
S00089873,67,67,0,0,0
S00089874,71,69,2,1,1
S00089875,70,68,2,1,1
S00089876,51,51,0,0,0
S00089877,45,45,0,0,0
S00089878,53,51,2,2,0
S00089879,63,62,1,0,1
S00089880,67,66,1,1,0
S00089881,78,74,4,3,1
S00089882,52,51,1,0,1
S00089883,46,46,0,0,0
S00089884,37,36,1,0,1
S00089885,78,76,2,0,2
S00089886,60,57,3,0,3
S00089887,54,49,5,3,2
S00089888,41,38,3,3,0
S00089889,52,49,3,2,1
S00089890,67,65,2,2,0
S00089891,72,69,3,3,0
S00089892,73,67,6,3,3
S00089893,73,73,0,0,0
S00089894,89,86,3,0,3
S00089895,42,40,2,1,1
S00089896,46,45,1,0,1
S00089897,69,66,3,1,2
S00089898,69,65,4,0,4
S00089899,53,51,2,0,2
S00089900,50,49,1,1,0
S00089901,43,40,3,3,0
S00089902,74,74,0,0,0
S00089903,69,67,2,1,1
S00089904,44,42,2,0,2
S00089905,52,52,0,0,0
S00089906,42,42,0,0,0
S00089907,50,49,1,0,1
S00089908,43,43,0,0,0
S00089909,28,28,0,0,0
S00089910,50,50,0,0,0
S00089911,68,64,4,2,2
S00089912,71,56,15,15,0
S00089913,48,47,1,0,1
S00089914,42,40,2,0,2
S00089915,40,40,0,0,0
S00089916,64,59,5,3,2
S00089917,48,43,5,5,0
S00089918,45,45,0,0,0
S00089919,42,42,0,0,0
S00089920,64,52,12,12,0
S00089921,42,40,2,1,1
S00089922,42,41,1,0,1
S00089923,44,41,3,2,1
S00089924,45,42,3,2,1
S00089925,50,47,3,3,0
S00089926,50,49,1,0,1
S00089927,44,43,1,1,0
S00089928,52,50,2,1,1
S00089929,54,54,0,0,0
S00089930,47,41,6,6,0
S00089931,45,44,1,1,0
S00089932,50,50,0,0,0
S00089933,42,39,3,3,0
S00089934,42,39,3,2,1
S00089935,64,58,6,5,1
S00089936,45,41,4,2,2
S00089937,39,36,3,0,3
S00089938,60,58,2,1,1
S00089939,68,66,2,0,2
S00089940,57,55,2,0,2
S00089941,50,49,1,0,1
S00089942,42,39,3,0,3
S00089943,45,44,1,1,0
S00089944,51,47,4,2,2
S00089945,61,58,3,1,2
S00089946,64,62,2,0,2
S00089947,40,40,0,0,0
S00089948,72,71,1,0,1
S00089949,59,57,2,2,0
S00089950,54,53,1,0,1
S00089951,48,48,0,0,0
S00089952,63,57,6,3,3
S00089953,40,40,0,0,0
S00089954,67,67,0,0,0
S00089955,74,74,0,0,0
S00089956,49,48,1,0,1
S00089957,45,45,0,0,0
S00089958,43,43,0,0,0
S00089959,56,56,0,0,0
S00089960,38,38,0,0,0
S00089961,45,44,1,0,1
S00089962,58,55,3,2,1
S00089963,56,53,3,3,0
S00089964,73,72,1,0,1
S00089965,72,70,2,1,1
S00089966,69,68,1,0,1
S00089967,56,54,2,0,2
S00089968,42,41,1,0,1
S00089969,47,47,0,0,0
S00089970,42,42,0,0,0
S00089971,76,73,3,2,1
S00089972,44,43,1,1,0
S00089973,48,44,4,1,3
S00089974,44,41,3,2,1
S00089975,56,54,2,2,0
S00089976,49,46,3,3,0
S00089977,43,42,1,1,0
S00089978,67,67,0,0,0
S00089979,44,44,0,0,0
S00089980,49,49,0,0,0
S00089981,55,50,5,0,5
S00089982,48,45,3,1,2
S00089983,40,37,3,0,3
S00089984,50,47,3,2,1
S00089985,50,50,0,0,0
S00089986,51,50,1,0,1
S00089987,44,43,1,0,1
S00089988,50,49,1,0,1
S00089989,48,48,0,0,0
S00089990,42,42,0,0,0
S00089991,48,42,6,6,0
S00089992,59,59,0,0,0
S00089993,41,39,2,0,2
S00089994,46,44,2,2,0
S00089995,45,40,5,1,4
S00089996,26,24,2,0,2
S00089997,57,57,0,0,0
S00089998,88,75,13,5,8
S00089999,51,47,4,0,4
S00090000,45,44,1,0,1
S00090001,40,39,1,0,1
S00090002,60,60,0,0,0
S00090003,48,48,0,0,0
S00090004,34,34,0,0,0
S00090005,25,25,0,0,0
S00090006,44,44,0,0,0
S00090007,71,71,0,0,0
S00090008,53,53,0,0,0
S00090009,44,44,0,0,0
S00090010,39,38,1,0,1
S00090011,49,49,0,0,0
S00090012,56,54,2,0,2
S00090013,40,40,0,0,0
S00090014,56,55,1,0,1
S00090015,42,41,1,0,1
S00090016,50,50,0,0,0
S00090017,48,48,0,0,0
S00090018,52,50,2,2,0
S00090019,22,21,1,1,0
S00090020,26,26,0,0,0
S00090021,53,53,0,0,0
S00090022,46,46,0,0,0
S00090023,42,41,1,1,0
S00090024,54,54,0,0,0
S00090025,51,49,2,2,0
S00090026,30,29,1,0,1
S00090027,52,51,1,0,1
S00090028,52,52,0,0,0
S00090029,38,36,2,2,0
S00090030,40,40,0,0,0
S00090031,56,52,4,3,1
S00090032,46,43,3,0,3
S00090033,48,47,1,0,1
S00090034,49,48,1,0,1
S00090035,42,41,1,1,0
S00090036,49,48,1,1,0
S00090037,50,50,0,0,0
S00090038,43,42,1,0,1
S00090039,52,51,1,1,0
S00090040,64,64,0,0,0
S00090041,26,26,0,0,0
S00090042,50,50,0,0,0
S00090043,54,54,0,0,0
S00090044,53,53,0,0,0
S00090045,79,75,4,3,1
S00090046,64,39,25,0,25
S00090047,49,42,7,1,6
S00090048,53,48,5,0,5
S00090049,57,54,3,3,0
S00090050,54,46,8,6,2
S00090051,56,55,1,0,1
S00090052,44,44,0,0,0
S00090053,45,44,1,1,0
S00090054,63,58,5,4,1
S00090055,44,44,0,0,0
S00090056,36,35,1,0,1
S00090057,52,49,3,2,1
S00090058,56,49,7,2,5
S00090059,69,68,1,0,1
S00090060,51,50,1,1,0
S00090061,52,52,0,0,0
S00090062,45,43,2,0,2
S00090063,49,47,2,0,2
S00090064,77,74,3,0,3
S00090065,36,30,6,5,1
S00090066,30,29,1,0,1
S00090067,43,42,1,0,1
S00090068,44,43,1,0,1
S00090069,52,52,0,0,0
S00090070,79,79,0,0,0
S00090071,78,78,0,0,0
S00090072,76,72,4,1,3
S00090073,66,63,3,2,1
S00090074,78,74,4,2,2
S00090075,67,67,0,0,0
S00090076,85,83,2,0,2
S00090077,43,43,0,0,0
S00090078,77,76,1,0,1
S00090079,58,58,0,0,0
S00090080,54,53,1,0,1
S00090081,66,66,0,0,0
S00090082,44,43,1,0,1
S00090083,51,50,1,0,1
S00090084,88,86,2,1,1
S00090085,63,62,1,0,1
S00090086,57,55,2,1,1
S00090087,49,49,0,0,0
S00090088,46,46,0,0,0
S00090089,59,59,0,0,0
S00090090,20,20,0,0,0
S00090091,76,76,0,0,0
S00090092,35,35,0,0,0
S00090093,43,41,2,0,2
S00090094,53,53,0,0,0
S00090095,58,58,0,0,0
S00090096,49,48,1,1,0
S00090097,39,37,2,0,2
S00090098,56,56,0,0,0
S00090099,95,94,1,0,1
S00090100,58,58,0,0,0
S00090101,60,60,0,0,0
S00090102,42,42,0,0,0
S00090103,62,61,1,0,1
S00090104,48,46,2,2,0
S00090105,43,43,0,0,0
S00090106,66,65,1,0,1
S00090107,69,66,3,0,3
S00090108,53,52,1,0,1
S00090109,47,46,1,0,1
S00090110,54,54,0,0,0
S00090111,42,42,0,0,0
S00090112,75,74,1,1,0
S00090113,47,47,0,0,0
S00090114,47,47,0,0,0
S00090115,47,47,0,0,0
S00090116,55,55,0,0,0
S00090117,58,58,0,0,0
S00090118,65,64,1,0,1
S00090119,69,69,0,0,0
S00090120,52,52,0,0,0
S00090121,80,79,1,0,1
S00090122,59,58,1,0,1
S00090123,52,51,1,0,1
S00090124,71,70,1,0,1
S00090125,55,54,1,0,1
S00090126,74,73,1,0,1
S00090127,60,60,0,0,0
S00090128,42,42,0,0,0
S00090129,61,61,0,0,0
S00090130,68,67,1,0,1
S00090131,68,63,5,1,4
S00090132,59,59,0,0,0
S00090133,96,91,5,1,4
S00090134,60,59,1,0,1
S00090135,58,57,1,0,1
S00090136,62,61,1,0,1
S00090137,64,64,0,0,0
S00090138,46,44,2,0,2
S00090139,60,59,1,0,1
S00090140,41,41,0,0,0
S00090141,29,29,0,0,0
S00090142,58,58,0,0,0
S00090143,42,42,0,0,0
S00090144,45,45,0,0,0
S00090145,54,54,0,0,0
S00090146,50,50,0,0,0
S00090147,48,48,0,0,0
S00090148,40,40,0,0,0
S00090149,74,73,1,0,1
S00090150,49,48,1,1,0
S00090151,48,47,1,0,1
S00090152,48,48,0,0,0
S00090153,50,50,0,0,0
S00090154,45,45,0,0,0
S00090155,50,50,0,0,0
S00090156,41,41,0,0,0
S00090157,76,76,0,0,0
S00090158,41,41,0,0,0
S00090159,69,69,0,0,0
S00090160,58,58,0,0,0
S00090161,50,49,1,0,1
S00090162,59,59,0,0,0
S00090163,51,49,2,0,2
S00090164,57,57,0,0,0
S00090165,97,76,21,1,20
S00090166,69,62,7,3,4
S00090167,68,62,6,6,0
S00090168,46,45,1,1,0
S00090169,43,43,0,0,0
S00090170,48,48,0,0,0
S00090171,22,22,0,0,0
S00090172,56,56,0,0,0
S00090173,52,52,0,0,0
S00090174,67,67,0,0,0
S00090175,59,58,1,0,1
S00090176,33,30,3,1,2
S00090177,63,62,1,0,1
S00090178,66,66,0,0,0
S00090179,76,74,2,1,1
S00090180,76,72,4,1,3
S00090181,66,64,2,1,1
S00090182,63,61,2,1,1
S00090183,80,75,5,4,1
S00090184,53,50,3,3,0
S00090185,48,46,2,1,1
S00090186,63,62,1,0,1
S00090187,60,60,0,0,0
S00090188,42,41,1,0,1
S00090189,53,51,2,1,1
S00090190,85,83,2,1,1
S00090191,62,62,0,0,0
S00090192,42,40,2,1,1
S00090193,62,57,5,0,5
S00090194,44,41,3,1,2
S00090195,46,44,2,0,2
S00090196,49,49,0,0,0
S00090197,42,42,0,0,0
S00090198,53,52,1,0,1
S00090199,35,34,1,0,1
S00090200,45,45,0,0,0
S00090201,59,58,1,0,1
S00090202,72,71,1,1,0
S00090203,57,56,1,0,1
S00090204,58,58,0,0,0
S00090205,54,48,6,5,1
S00090206,41,41,0,0,0
S00090207,46,46,0,0,0
S00090208,49,49,0,0,0
S00090209,41,41,0,0,0
S00090210,36,35,1,0,1
S00090211,54,50,4,4,0
S00090212,26,26,0,0,0
S00090213,31,31,0,0,0
S00090214,48,48,0,0,0
S00090215,58,57,1,0,1
S00090216,42,42,0,0,0
S00090217,41,39,2,0,2
S00090218,49,47,2,0,2
S00090219,51,50,1,0,1
S00090220,37,36,1,0,1
S00090221,63,61,2,0,2
S00090222,75,75,0,0,0
S00090223,76,75,1,0,1
S00090224,59,59,0,0,0
S00090225,26,26,0,0,0
S00090226,52,52,0,0,0
S00090227,76,76,0,0,0
S00090228,74,73,1,0,1
S00090229,95,94,1,1,0
S00090230,49,48,1,1,0
S00090231,57,57,0,0,0
S00090232,47,47,0,0,0
S00090233,36,35,1,0,1
S00090234,45,43,2,2,0
S00090235,61,57,4,2,2
S00090236,46,46,0,0,0
S00090237,46,46,0,0,0
S00090238,44,42,2,1,1
S00090239,49,49,0,0,0
S00090240,53,53,0,0,0
S00090241,69,67,2,0,2
S00090242,62,59,3,3,0
S00090243,44,42,2,0,2
S00090244,38,38,0,0,0
S00090245,68,68,0,0,0
S00090246,30,29,1,0,1
S00090247,51,51,0,0,0
S00090248,31,30,1,0,1
S00090249,98,93,5,1,4
S00090250,55,53,2,0,2
S00090251,69,67,2,0,2
S00090252,74,72,2,1,1
S00090253,79,79,0,0,0
S00090254,64,63,1,0,1
S00090255,74,68,6,1,5
S00090256,73,73,0,0,0
S00090257,63,63,0,0,0
S00090258,83,79,4,4,0
S00090259,57,48,9,8,1
S00090260,55,55,0,0,0
S00090261,44,44,0,0,0
S00090262,35,35,0,0,0
S00090263,65,65,0,0,0
S00090264,58,56,2,0,2
S00090265,61,61,0,0,0
S00090266,45,45,0,0,0
S00090267,41,38,3,1,2
S00090268,47,47,0,0,0
S00090269,53,52,1,0,1
S00090270,54,53,1,0,1
S00090271,70,67,3,1,2
S00090272,45,44,1,1,0
S00090273,46,46,0,0,0
S00090274,34,34,0,0,0
S00090275,31,31,0,0,0
S00090276,48,48,0,0,0
S00090277,59,59,0,0,0
S00090278,61,58,3,0,3
S00090279,77,76,1,0,1
S00090280,43,43,0,0,0
S00090281,51,51,0,0,0
S00090282,47,46,1,0,1
S00090283,55,55,0,0,0
S00090284,47,47,0,0,0
S00090285,57,51,6,1,5
S00090286,57,54,3,1,2
S00090287,60,56,4,0,4
S00090288,76,76,0,0,0
S00090289,51,45,6,6,0
S00090290,42,42,0,0,0
S00090291,46,44,2,0,2
S00090292,38,36,2,0,2
S00090293,56,53,3,0,3
S00090294,51,51,0,0,0
S00090295,58,58,0,0,0
S00090296,49,48,1,0,1
S00090297,61,61,0,0,0
S00090298,42,41,1,0,1
S00090299,48,48,0,0,0
S00090300,53,51,2,1,1
S00090301,39,38,1,0,1
S00090302,40,40,0,0,0
S00090303,65,60,5,0,5
S00090304,65,64,1,0,1
S00090305,69,67,2,0,2
S00090306,64,61,3,2,1
S00090307,55,53,2,0,2
S00090308,48,48,0,0,0
S00090309,49,47,2,0,2
S00090310,53,53,0,0,0
S00090311,63,62,1,0,1
S00090312,41,40,1,0,1
S00090313,72,70,2,0,2
S00090314,102,75,27,0,27
S00090315,35,33,2,0,2
S00090316,73,73,0,0,0
S00090317,78,73,5,1,4
S00090318,85,84,1,0,1
S00090319,36,33,3,2,1
S00090320,35,34,1,0,1
S00090321,46,46,0,0,0
S00090322,54,51,3,1,2
S00090323,38,37,1,0,1
S00090324,36,35,1,0,1
S00090325,42,42,0,0,0
S00090326,41,40,1,0,1
S00090327,48,40,8,1,7
S00090328,26,24,2,0,2
S00090329,58,55,3,1,2
S00090330,30,27,3,0,3
S00090331,66,62,4,1,3
S00090332,65,63,2,1,1
S00090333,60,58,2,0,2
S00090334,22,21,1,0,1
S00090335,25,23,2,0,2
S00090336,59,59,0,0,0
S00090337,62,60,2,0,2
S00090338,28,26,2,0,2
S00090339,24,21,3,3,0
S00090340,40,40,0,0,0
S00090341,27,27,0,0,0
S00090342,28,27,1,1,0
S00090343,46,45,1,1,0
S00090344,29,26,3,3,0
S00090345,71,59,12,11,1
S00090346,41,40,1,0,1
S00090347,63,55,8,4,4
S00090348,55,54,1,0,1
S00090349,36,36,0,0,0
S00090350,36,35,1,1,0
S00090351,26,25,1,0,1
S00090352,40,40,0,0,0
S00090353,27,27,0,0,0
S00090354,74,73,1,0,1
S00090355,29,29,0,0,0
S00090356,40,40,0,0,0
S00090357,71,71,0,0,0
S00090358,54,54,0,0,0
S00090359,49,45,4,0,4
S00090360,43,43,0,0,0
S00090361,36,36,0,0,0
S00090362,25,24,1,0,1
S00090363,51,47,4,1,3
S00090364,42,39,3,1,2
S00090365,53,52,1,0,1
S00090366,30,30,0,0,0
S00090367,29,27,2,1,1
S00090368,28,24,4,2,2
S00090369,71,67,4,1,3
S00090370,62,59,3,2,1
S00090371,67,62,5,3,2
S00090372,33,33,0,0,0
S00090373,29,27,2,1,1
S00090374,52,51,1,0,1
S00090375,23,23,0,0,0
S00090376,48,48,0,0,0
S00090377,52,49,3,1,2
S00090378,50,48,2,0,2
S00090379,36,36,0,0,0
S00090380,34,31,3,3,0
S00090381,40,40,0,0,0
S00090382,23,22,1,0,1
S00090383,46,45,1,0,1
S00090384,26,26,0,0,0
S00090385,80,76,4,2,2
S00090386,31,31,0,0,0
S00090387,32,29,3,1,2
S00090388,74,73,1,0,1
S00090389,46,46,0,0,0
S00090390,35,33,2,0,2
S00090391,42,42,0,0,0
S00090392,47,47,0,0,0
S00090393,46,46,0,0,0
S00090394,39,36,3,1,2
S00090395,43,39,4,1,3
S00090396,39,37,2,1,1
S00090397,45,44,1,0,1
S00090398,41,41,0,0,0
S00090399,65,63,2,0,2
S00090400,59,53,6,0,6
S00090401,37,34,3,1,2
S00090402,53,52,1,1,0
S00090403,54,53,1,0,1
S00090404,74,72,2,0,2
S00090405,53,51,2,0,2
S00090406,46,45,1,0,1
S00090407,62,62,0,0,0
S00090408,42,41,1,1,0
S00090409,48,47,1,0,1
S00090410,48,44,4,4,0
S00090411,43,40,3,3,0
S00090412,48,44,4,2,2
S00090413,36,34,2,0,2
S00090414,57,56,1,0,1
S00090415,70,67,3,0,3
S00090416,53,51,2,1,1
S00090417,30,29,1,1,0
S00090418,22,22,0,0,0
S00090419,47,47,0,0,0
S00090420,51,46,5,0,5
S00090421,64,63,1,0,1
S00090422,38,38,0,0,0
S00090423,56,55,1,0,1
S00090424,29,29,0,0,0
S00090425,50,50,0,0,0
S00090426,39,37,2,1,1
S00090427,32,31,1,0,1
S00090428,72,69,3,0,3
S00090429,44,44,0,0,0
S00090430,39,37,2,0,2
S00090431,48,46,2,0,2
S00090432,24,23,1,0,1
S00090433,45,43,2,0,2
S00090434,32,32,0,0,0
S00090435,57,38,19,11,8
S00090436,66,62,4,1,3
S00090437,81,79,2,0,2
S00090438,40,34,6,4,2
S00090439,39,37,2,0,2
S00090440,57,55,2,0,2
S00090441,77,72,5,4,1
S00090442,65,64,1,0,1
S00090443,45,44,1,0,1
S00090444,38,38,0,0,0
S00090445,50,47,3,1,2
S00090446,42,39,3,1,2
S00090447,66,66,0,0,0
S00090448,37,35,2,1,1
S00090449,55,47,8,4,4
S00090450,48,46,2,0,2
S00090451,36,35,1,1,0
S00090452,47,44,3,3,0
S00090453,22,22,0,0,0
S00090454,96,82,14,10,4
S00090455,42,34,8,8,0
S00090456,28,20,8,7,1
S00090457,30,24,6,5,1
S00090458,42,40,2,2,0
S00090459,48,45,3,0,3
S00090460,61,59,2,2,0
S00090461,35,35,0,0,0
S00090462,74,70,4,2,2
S00090463,42,36,6,6,0
S00090464,30,29,1,1,0
S00090465,65,59,6,4,2
S00090466,38,33,5,5,0
S00090467,52,50,2,2,0
S00090468,74,72,2,1,1
S00090469,58,56,2,1,1
S00090470,48,47,1,0,1
S00090471,59,58,1,0,1
S00090472,60,56,4,3,1
S00090473,48,48,0,0,0
S00090474,58,54,4,3,1
S00090475,54,47,7,4,3
S00090476,54,51,3,3,0
S00090477,57,55,2,0,2
S00090478,66,64,2,2,0
S00090479,96,94,2,0,2
S00090480,56,56,0,0,0
S00090481,48,48,0,0,0
S00090482,58,55,3,0,3
S00090483,47,39,8,6,2
S00090484,60,60,0,0,0
S00090485,36,32,4,4,0
S00090486,48,48,0,0,0
S00090487,47,41,6,5,1
S00090488,52,49,3,3,0
S00090489,33,32,1,1,0
S00090490,73,71,2,0,2
S00090491,26,24,2,1,1
S00090492,40,40,0,0,0
S00090493,65,62,3,3,0
S00090494,39,37,2,0,2
S00090495,43,43,0,0,0
S00090496,85,84,1,0,1
S00090497,53,52,1,1,0
S00090498,53,50,3,1,2
S00090499,61,61,0,0,0
S00090500,39,39,0,0,0
S00090501,66,65,1,1,0
S00090502,29,29,0,0,0
S00090503,34,32,2,2,0
S00090504,64,64,0,0,0
S00090505,50,50,0,0,0
S00090506,37,37,0,0,0
S00090507,86,83,3,2,1
S00090508,46,46,0,0,0
S00090509,62,59,3,1,2
S00090510,38,36,2,0,2
S00090511,45,43,2,2,0
S00090512,41,39,2,0,2
S00090513,71,63,8,8,0
S00090514,71,60,11,11,0
S00090515,74,63,11,4,7
S00090516,75,71,4,3,1
S00090517,63,62,1,0,1
S00090518,55,55,0,0,0
S00090519,58,56,2,1,1
S00090520,76,74,2,0,2
S00090521,46,42,4,0,4
S00090522,54,52,2,0,2
S00090523,83,76,7,7,0
S00090524,62,61,1,0,1
S00090525,54,51,3,1,2
S00090526,52,50,2,0,2
S00090527,93,75,18,17,1
S00090528,80,74,6,5,1
S00090529,60,59,1,0,1
S00090530,65,53,12,11,1
S00090531,64,64,0,0,0
S00090532,48,48,0,0,0
S00090533,32,32,0,0,0
S00090534,59,49,10,9,1
S00090535,42,41,1,0,1
S00090536,42,39,3,3,0
S00090537,72,67,5,5,0
S00090538,78,70,8,3,5
S00090539,73,70,3,0,3
S00090540,59,55,4,0,4
S00090541,72,62,10,8,2
S00090542,31,31,0,0,0
S00090543,61,59,2,1,1
S00090544,50,48,2,2,0
S00090545,51,46,5,4,1
S00090546,90,84,6,0,6
S00090547,30,30,0,0,0
S00090548,43,42,1,0,1
S00090549,30,29,1,1,0
S00090550,63,54,9,8,1
S00090551,69,53,16,15,1
S00090552,56,56,0,0,0
S00090553,106,105,1,1,0
S00090554,50,49,1,0,1
S00090555,28,26,2,2,0
S00090556,60,58,2,1,1
S00090557,42,39,3,2,1
S00090558,61,55,6,4,2
S00090559,48,47,1,0,1
S00090560,70,70,0,0,0
S00090561,86,84,2,0,2
S00090562,96,82,14,8,6
S00090563,51,46,5,4,1
S00090564,67,65,2,0,2
S00090565,43,43,0,0,0
S00090566,44,43,1,0,1
S00090567,71,59,12,11,1
S00090568,42,40,2,2,0
S00090569,35,32,3,2,1
S00090570,63,61,2,0,2
S00090571,38,36,2,0,2
S00090572,67,61,6,2,4
S00090573,61,51,10,0,10
S00090574,52,47,5,0,5
S00090575,77,68,9,5,4
S00090576,61,53,8,8,0
S00090577,77,71,6,5,1
S00090578,48,39,9,9,0
S00090579,49,48,1,0,1
S00090580,67,65,2,0,2
S00090581,57,55,2,0,2
S00090582,81,76,5,3,2
S00090583,35,30,5,1,4
S00090584,45,41,4,2,2
S00090585,56,55,1,1,0
S00090586,58,54,4,1,3
S00090587,42,42,0,0,0
S00090588,44,41,3,0,3
S00090589,49,49,0,0,0
S00090590,57,57,0,0,0
S00090591,56,55,1,0,1
S00090592,48,47,1,1,0
S00090593,38,37,1,1,0
S00090594,91,84,7,3,4
S00090595,40,35,5,5,0
S00090596,91,81,10,9,1
S00090597,75,71,4,2,2
S00090598,75,62,13,13,0
S00090599,66,66,0,0,0
S00090600,38,38,0,0,0
S00090601,56,56,0,0,0
S00090602,36,35,1,1,0
S00090603,48,43,5,5,0
S00090604,54,46,8,2,6
S00090605,36,36,0,0,0
S00090606,52,52,0,0,0
S00090607,65,65,0,0,0
S00090608,29,28,1,0,1
S00090609,70,69,1,0,1
S00090610,30,30,0,0,0
S00090611,46,45,1,0,1
S00090612,38,38,0,0,0
S00090613,38,37,1,1,0
S00090614,48,46,2,2,0
S00090615,65,63,2,1,1
S00090616,42,42,0,0,0
S00090617,44,44,0,0,0
S00090618,53,51,2,0,2
S00090619,50,50,0,0,0
S00090620,78,74,4,3,1
S00090621,63,62,1,0,1
S00090622,71,71,0,0,0
S00090623,37,35,2,0,2
S00090624,61,59,2,0,2
S00090625,41,39,2,0,2
S00090626,55,53,2,0,2
S00090627,32,31,1,1,0
S00090628,58,54,4,2,2
S00090629,73,72,1,1,0
S00090630,40,40,0,0,0
S00090631,54,54,0,0,0
S00090632,66,59,7,1,6
S00090633,59,59,0,0,0
S00090634,60,57,3,0,3
S00090635,59,59,0,0,0
S00090636,69,65,4,0,4
S00090637,46,45,1,0,1
S00090638,87,75,12,5,7
S00090639,43,38,5,3,2
S00090640,40,38,2,0,2
S00090641,70,64,6,6,0
S00090642,77,75,2,0,2
S00090643,77,74,3,0,3
S00090644,38,38,0,0,0
S00090645,37,36,1,0,1
S00090646,43,42,1,0,1
S00090647,47,47,0,0,0
S00090648,54,52,2,1,1
S00090649,36,36,0,0,0
S00090650,73,73,0,0,0
S00090651,84,76,8,1,7
S00090652,57,56,1,0,1
S00090653,71,67,4,1,3
S00090654,69,68,1,0,1
S00090655,56,55,1,0,1
S00090656,68,54,14,13,1
S00090657,84,76,8,4,4
S00090658,102,97,5,1,4
S00090659,60,58,2,2,0
S00090660,34,33,1,1,0
S00090661,52,50,2,2,0
S00090662,48,46,2,1,1
S00090663,62,60,2,0,2
S00090664,97,96,1,1,0
S00090665,40,40,0,0,0
S00090666,49,46,3,1,2
S00090667,64,61,3,1,2
S00090668,60,60,0,0,0
S00090669,36,36,0,0,0
S00090670,85,74,11,1,10
S00090671,58,58,0,0,0
S00090672,60,57,3,3,0
S00090673,62,58,4,1,3
S00090674,50,50,0,0,0
S00090675,48,47,1,1,0
S00090676,62,60,2,0,2
S00090677,56,51,5,0,5
S00090678,76,67,9,9,0
S00090679,106,105,1,0,1
S00090680,28,26,2,0,2
S00090681,54,53,1,0,1
S00090682,65,57,8,8,0
S00090683,50,49,1,0,1
S00090684,69,67,2,0,2
S00090685,84,59,25,0,25
S00090686,32,30,2,0,2
S00090687,51,49,2,0,2
S00090688,53,51,2,0,2
S00090689,95,92,3,0,3
S00090690,59,56,3,0,3
S00090691,41,39,2,0,2
S00090692,83,83,0,0,0
S00090693,72,71,1,1,0
S00090694,78,75,3,1,2
S00090695,66,65,1,1,0
S00090696,73,70,3,1,2
