output_area,All household spaces,Occupied household spaces,Unoccupied household spaces,Unoccupied household spaces: Second residence/holiday accommodation,Unoccupied household spaces: Vacant
S00125682,130,126,4,0,4
S00125683,40,40,0,0,0
S00125684,88,86,2,0,2
S00125685,67,65,2,0,2
S00125686,53,52,1,0,1
S00125687,49,47,2,0,2
S00125688,67,64,3,0,3
S00125689,52,52,0,0,0
S00125690,34,34,0,0,0
S00125691,44,44,0,0,0
S00125692,60,59,1,0,1
S00125693,72,71,1,0,1
S00125694,36,36,0,0,0
S00125695,69,62,7,0,7
S00125696,42,41,1,0,1
S00125697,46,46,0,0,0
S00125698,74,74,0,0,0
S00125699,23,23,0,0,0
S00125700,76,75,1,0,1
S00125701,41,41,0,0,0
S00125702,31,31,0,0,0
S00125703,60,60,0,0,0
S00125704,59,58,1,0,1
S00125705,45,45,0,0,0
S00125706,30,30,0,0,0
S00125707,67,66,1,0,1
S00125708,29,28,1,0,1
S00125709,30,30,0,0,0
S00125710,56,55,1,1,0
S00125711,63,63,0,0,0
S00125712,66,65,1,0,1
S00125713,45,41,4,0,4
S00125714,84,82,2,0,2
S00125715,48,48,0,0,0
S00125716,39,38,1,0,1
S00125717,35,34,1,0,1
S00125718,56,55,1,0,1
S00125719,84,79,5,0,5
S00125720,54,52,2,0,2
S00125721,34,34,0,0,0
S00125722,62,61,1,0,1
S00125723,43,41,2,0,2
S00125724,75,72,3,0,3
S00125725,69,67,2,0,2
S00125726,34,32,2,0,2
S00125727,62,60,2,0,2
S00125728,52,52,0,0,0
S00125729,27,27,0,0,0
S00125730,60,60,0,0,0
S00125731,38,37,1,0,1
S00125732,56,49,7,0,7
S00125733,33,31,2,0,2
S00125734,65,63,2,0,2
S00125735,60,60,0,0,0
S00125736,24,24,0,0,0
S00125737,56,55,1,1,0
S00125738,38,38,0,0,0
S00125739,67,66,1,0,1
S00125740,38,38,0,0,0
S00125741,66,65,1,0,1
S00125742,101,100,1,0,1
S00125743,51,50,1,0,1
S00125744,36,36,0,0,0
S00125745,36,36,0,0,0
S00125746,55,54,1,0,1
S00125747,52,50,2,0,2
S00125748,70,67,3,0,3
S00125749,37,35,2,0,2
S00125750,54,53,1,0,1
S00125751,67,67,0,0,0
S00125752,37,37,0,0,0
S00125753,44,44,0,0,0
S00125754,72,59,13,0,13
S00125755,35,33,2,0,2
S00125756,66,64,2,0,2
S00125757,28,28,0,0,0
S00125758,59,59,0,0,0
S00125759,54,54,0,0,0
S00125760,31,31,0,0,0
S00125761,64,63,1,0,1
S00125762,61,60,1,0,1
S00125763,66,65,1,0,1
S00125764,36,36,0,0,0
S00125765,30,30,0,0,0
S00125766,64,64,0,0,0
S00125767,36,36,0,0,0
S00125768,41,40,1,0,1
S00125769,42,42,0,0,0
S00125770,92,92,0,0,0
S00125771,58,58,0,0,0
S00125772,26,26,0,0,0
S00125773,72,72,0,0,0
S00125774,46,46,0,0,0
S00125775,49,48,1,0,1
S00125776,77,77,0,0,0
S00125777,43,43,0,0,0
S00125778,49,46,3,0,3
S00125779,33,33,0,0,0
S00125780,67,66,1,1,0
S00125781,70,68,2,1,1
S00125782,63,62,1,0,1
S00125783,68,68,0,0,0
S00125784,88,88,0,0,0
S00125785,22,22,0,0,0
S00125786,56,55,1,0,1
S00125787,26,26,0,0,0
S00125788,37,37,0,0,0
S00125789,96,94,2,0,2
S00125790,37,37,0,0,0
S00125791,57,57,0,0,0
S00125792,49,48,1,0,1
S00125793,65,65,0,0,0
S00125794,66,65,1,0,1
S00125795,64,63,1,0,1
S00125796,26,26,0,0,0
S00125797,66,66,0,0,0
S00125798,53,52,1,0,1
S00125799,68,66,2,0,2
S00125800,38,38,0,0,0
S00125801,51,51,0,0,0
S00125802,54,54,0,0,0
S00125803,72,72,0,0,0
S00125804,48,48,0,0,0
S00125805,48,47,1,0,1
S00125806,38,38,0,0,0
S00125807,45,45,0,0,0
S00125808,54,53,1,0,1
S00125809,46,46,0,0,0
S00125810,54,54,0,0,0
S00125811,40,40,0,0,0
S00125812,62,62,0,0,0
S00125813,32,32,0,0,0
S00125814,87,86,1,0,1
S00125815,55,55,0,0,0
S00125816,66,66,0,0,0
S00125817,33,30,3,0,3
S00125818,34,33,1,0,1
S00125819,69,69,0,0,0
S00125820,58,57,1,0,1
S00125821,40,39,1,0,1
S00125822,58,58,0,0,0
S00125823,37,37,0,0,0
S00125824,74,71,3,0,3
S00125825,61,59,2,0,2
S00125826,37,34,3,0,3
S00125827,49,47,2,0,2
S00125828,68,64,4,0,4
S00125829,26,26,0,0,0
S00125830,80,77,3,0,3
S00125831,38,36,2,0,2
S00125832,54,51,3,0,3
S00125833,53,49,4,0,4
S00125834,72,72,0,0,0
S00125835,41,41,0,0,0
S00125836,53,52,1,0,1
S00125837,53,53,0,0,0
S00125838,35,35,0,0,0
S00125839,44,44,0,0,0
S00125840,72,71,1,0,1
S00125841,35,35,0,0,0
S00125842,53,52,1,0,1
S00125843,55,54,1,0,1
S00125844,57,57,0,0,0
S00125845,29,29,0,0,0
S00125846,66,64,2,0,2
S00125847,34,31,3,0,3
S00125848,45,45,0,0,0
S00125849,42,42,0,0,0
S00125850,79,74,5,0,5
S00125851,67,65,2,0,2
S00125852,49,49,0,0,0
S00125853,71,69,2,0,2
S00125854,21,21,0,0,0
S00125855,63,63,0,0,0
S00125856,53,53,0,0,0
S00125857,78,78,0,0,0
S00125858,61,61,0,0,0
S00125859,53,53,0,0,0
S00125860,78,77,1,0,1
S00125861,31,31,0,0,0
S00125862,71,71,0,0,0
S00125863,33,32,1,0,1
S00125864,64,64,0,0,0
S00125865,66,66,0,0,0
S00125866,73,73,0,0,0
S00125867,33,33,0,0,0
S00125868,78,76,2,0,2
S00125869,30,30,0,0,0
S00125870,43,42,1,0,1
S00125871,46,45,1,0,1
S00125872,38,38,0,0,0
S00125873,58,55,3,0,3
S00125874,20,20,0,0,0
S00125875,61,61,0,0,0
S00125876,76,75,1,0,1
S00125877,49,49,0,0,0
S00125878,62,62,0,0,0
S00125879,49,48,1,0,1
S00125880,53,52,1,0,1
S00125881,36,36,0,0,0
S00125882,46,46,0,0,0
S00125883,61,61,0,0,0
S00125884,51,50,1,0,1
S00125885,42,42,0,0,0
S00125886,47,47,0,0,0
S00125887,37,37,0,0,0
S00125888,55,52,3,0,3
S00125889,78,77,1,0,1
S00125890,67,67,0,0,0
S00125891,48,46,2,0,2
S00125892,83,82,1,0,1
S00125893,44,44,0,0,0
S00125894,36,34,2,0,2
S00125895,80,77,3,0,3
S00125896,57,57,0,0,0
S00125897,97,96,1,0,1
S00125898,73,70,3,0,3
S00125899,36,36,0,0,0
S00125900,53,50,3,0,3
S00125901,65,63,2,0,2
S00125902,74,73,1,0,1
S00125903,59,59,0,0,0
S00125904,72,72,0,0,0
S00125905,45,45,0,0,0
S00125906,45,45,0,0,0
S00125907,32,32,0,0,0
S00125908,60,60,0,0,0
S00125909,52,52,0,0,0
S00125910,26,26,0,0,0
S00125911,40,36,4,1,3
S00125912,73,69,4,1,3
S00125913,56,56,0,0,0
S00125914,37,37,0,0,0
S00125915,62,62,0,0,0
S00125916,53,52,1,0,1
S00125917,32,31,1,0,1
S00125918,27,27,0,0,0
S00125919,45,42,3,1,2
S00125920,63,61,2,0,2
S00125921,61,58,3,1,2
S00125922,43,39,4,1,3
S00125923,55,52,3,3,0
S00125924,61,51,10,4,6
S00125925,58,48,10,0,10
S00125926,67,64,3,2,1
S00125927,69,64,5,2,3
S00125928,59,55,4,4,0
S00125929,43,40,3,1,2
S00125930,49,46,3,3,0
S00125931,45,42,3,2,1
S00125932,43,39,4,3,1
S00125933,52,47,5,4,1
S00125934,76,74,2,1,1
S00125935,82,72,10,8,2
S00125936,47,43,4,2,2
S00125937,45,41,4,4,0
S00125938,82,78,4,2,2
S00125939,48,34,14,9,5
S00125940,71,65,6,3,3
S00125941,73,67,6,0,6
S00125942,39,38,1,1,0
S00125943,59,52,7,2,5
S00125944,83,73,10,6,4
S00125945,64,61,3,1,2
S00125946,56,55,1,1,0
S00125947,106,104,2,1,1
S00125948,55,55,0,0,0
S00125949,36,36,0,0,0
S00125950,78,76,2,0,2
S00125951,60,58,2,0,2
S00125952,55,51,4,1,3
S00125953,40,38,2,2,0
S00125954,77,76,1,0,1
S00125955,43,38,5,1,4
S00125956,56,54,2,1,1
S00125957,79,75,4,2,2
S00125958,60,57,3,0,3
S00125959,74,69,5,1,4
S00125960,30,30,0,0,0
S00125961,62,59,3,0,3
S00125962,56,51,5,1,4
S00125963,63,58,5,2,3
S00125964,25,23,2,1,1
S00125965,38,37,1,0,1
S00125966,36,36,0,0,0
S00125967,58,57,1,0,1
S00125968,48,42,6,2,4
S00125969,71,69,2,1,1
S00125970,73,70,3,3,0
S00125971,27,26,1,0,1
S00125972,27,26,1,1,0
S00125973,49,46,3,0,3
S00125974,50,50,0,0,0
S00125975,53,46,7,3,4
S00125976,51,46,5,1,4
S00125977,41,38,3,1,2
S00125978,47,43,4,2,2
S00125979,55,49,6,3,3
S00125980,48,45,3,0,3
S00125981,71,64,7,4,3
S00125982,52,48,4,2,2
S00125983,68,61,7,3,4
S00125984,25,25,0,0,0
S00125985,56,53,3,0,3
S00125986,63,60,3,0,3
S00125987,64,58,6,0,6
S00125988,53,46,7,5,2
S00125989,74,69,5,3,2
S00125990,37,32,5,0,5
S00125991,83,75,8,2,6
S00125992,50,40,10,8,2
S00125993,45,41,4,4,0
S00125994,53,44,9,7,2
S00125995,48,44,4,2,2
S00125996,72,70,2,2,0
S00125997,58,53,5,3,2
S00125998,45,43,2,0,2
S00125999,44,44,0,0,0
S00126000,43,42,1,1,0
S00126001,50,47,3,1,2
S00126002,79,65,14,5,9
S00126003,40,34,6,1,5
S00126004,51,40,11,5,6
S00126005,66,59,7,3,4
S00126006,89,76,13,6,7
S00126007,49,46,3,0,3
S00126008,52,50,2,1,1
S00126009,48,45,3,1,2
S00126010,82,80,2,0,2
S00126011,60,60,0,0,0
S00126012,25,25,0,0,0
S00126013,50,50,0,0,0
S00126014,29,28,1,0,1
S00126015,51,51,0,0,0
S00126016,27,27,0,0,0
S00126017,53,38,15,0,15
S00126018,64,60,4,2,2
S00126019,67,64,3,0,3
S00126020,39,36,3,1,2
S00126021,67,59,8,5,3
S00126022,28,28,0,0,0
S00126023,37,31,6,0,6
S00126024,63,48,15,2,13
S00126025,33,30,3,0,3
S00126026,51,48,3,1,2
S00126027,57,53,4,1,3
S00126028,78,75,3,0,3
S00126029,62,60,2,1,1
S00126030,35,35,0,0,0
S00126031,64,61,3,0,3
S00126032,41,40,1,0,1
S00126033,56,56,0,0,0
S00126034,56,52,4,0,4
S00126035,71,68,3,0,3
S00126036,49,48,1,0,1
S00126037,60,58,2,0,2
S00126038,53,53,0,0,0
S00126039,44,43,1,0,1
S00126040,53,53,0,0,0
S00126041,59,59,0,0,0
S00126042,51,50,1,0,1
S00126043,68,67,1,0,1
S00126044,37,37,0,0,0
S00126045,82,81,1,0,1
S00126046,66,66,0,0,0
S00126047,54,52,2,0,2
S00126048,55,55,0,0,0
S00126049,38,38,0,0,0
S00126050,43,41,2,1,1
S00126051,53,48,5,2,3
S00126052,52,51,1,0,1
S00126053,38,36,2,2,0
S00126054,38,34,4,3,1
S00126055,35,31,4,3,1
S00126056,60,48,12,2,10
S00126057,50,50,0,0,0
S00126058,41,35,6,3,3
S00126059,44,39,5,4,1
S00126060,28,28,0,0,0
S00126061,43,43,0,0,0
S00126062,50,49,1,0,1
S00126063,65,60,5,3,2
S00126064,61,60,1,0,1
S00126065,41,41,0,0,0
S00126066,34,34,0,0,0
S00126067,59,57,2,1,1
S00126068,88,76,12,7,5
S00126069,70,57,13,1,12
S00126070,59,57,2,2,0
S00126071,66,63,3,1,2
S00126072,46,39,7,1,6
S00126073,49,46,3,0,3
S00126074,65,63,2,0,2
S00126075,62,58,4,1,3
S00126076,57,54,3,1,2
S00126077,64,62,2,0,2
S00126078,26,25,1,0,1
S00126079,67,64,3,1,2
S00126080,40,39,1,1,0
S00126081,67,64,3,1,2
S00126082,130,124,6,2,4
S00126083,75,70,5,0,5
S00126084,76,75,1,1,0
S00126085,67,64,3,1,2
S00126086,51,49,2,0,2
S00126087,52,50,2,0,2
S00126088,59,59,0,0,0
S00126089,62,62,0,0,0
S00126090,30,30,0,0,0
S00126091,58,56,2,0,2
S00126092,61,59,2,0,2
S00126093,33,33,0,0,0
S00126094,69,68,1,0,1
S00126095,56,54,2,1,1
S00126096,28,28,0,0,0
S00126097,58,58,0,0,0
S00126098,42,42,0,0,0
S00126099,50,42,8,7,1
S00126100,51,48,3,2,1
S00126101,67,63,4,0,4
S00126102,64,59,5,1,4
S00126103,62,53,9,7,2
S00126104,32,28,4,1,3
S00126105,56,56,0,0,0
S00126106,53,50,3,1,2
S00126107,51,47,4,3,1
S00126108,67,64,3,2,1
S00126109,60,57,3,0,3
S00126110,44,42,2,2,0
S00126111,46,43,3,0,3
S00126112,40,38,2,0,2
S00126113,74,71,3,0,3
S00126114,55,51,4,1,3
S00126115,53,49,4,0,4
S00126116,68,66,2,2,0
S00126117,80,75,5,1,4
S00126118,66,61,5,2,3
S00126119,69,66,3,1,2
S00126120,42,40,2,0,2
S00126121,40,38,2,2,0
S00126122,52,52,0,0,0
S00126123,38,38,0,0,0
S00126124,43,41,2,1,1
S00126125,38,37,1,0,1
S00126126,29,29,0,0,0
S00126127,23,21,2,0,2
S00126128,30,29,1,0,1
S00126129,77,75,2,0,2
S00126130,72,71,1,0,1
S00126131,38,37,1,0,1
S00126132,49,49,0,0,0
S00126133,31,30,1,0,1
S00126134,51,51,0,0,0
S00126135,41,34,7,5,2
S00126136,38,37,1,1,0
S00126137,69,61,8,3,5
S00126138,51,49,2,0,2
S00126139,46,42,4,1,3
S00126140,62,57,5,1,4
S00126141,52,51,1,0,1
S00126142,78,76,2,1,1
S00126143,46,46,0,0,0
S00126144,66,47,19,10,9
S00126145,27,25,2,1,1
S00126146,30,29,1,0,1
S00126147,81,77,4,1,3
S00126148,54,53,1,1,0
S00126149,54,51,3,2,1
S00126150,31,28,3,2,1
S00126151,68,66,2,0,2
S00126152,39,39,0,0,0
S00126153,65,60,5,2,3
S00126154,32,26,6,1,5
S00126155,32,27,5,1,4
S00126156,46,41,5,1,4
S00126157,42,37,5,0,5
S00126158,53,52,1,0,1
S00126159,57,57,0,0,0
S00126160,70,65,5,0,5
S00126161,93,91,2,0,2
S00126162,63,61,2,0,2
S00126163,31,31,0,0,0
S00126164,61,59,2,1,1
S00126165,59,58,1,0,1
S00126166,52,49,3,0,3
S00126167,67,62,5,3,2
S00126168,64,61,3,0,3
S00126169,62,60,2,0,2
S00126170,34,32,2,2,0
S00126171,63,59,4,1,3
S00126172,56,50,6,5,1
S00126173,35,32,3,2,1
S00126174,49,46,3,2,1
S00126175,83,76,7,6,1
S00126176,79,72,7,3,4
S00126177,54,53,1,0,1
S00126178,59,57,2,1,1
S00126179,33,32,1,1,0
S00126180,42,40,2,0,2
S00126181,31,31,0,0,0
S00126182,51,49,2,0,2
S00126183,43,40,3,3,0
S00126184,47,44,3,2,1
S00126185,48,45,3,0,3
S00126186,56,55,1,0,1
S00126187,62,60,2,0,2
S00126188,51,49,2,0,2
S00126189,64,64,0,0,0
S00126190,62,59,3,0,3
S00126191,44,41,3,1,2
S00126192,29,26,3,0,3
S00126193,52,45,7,4,3
S00126194,50,50,0,0,0
S00126195,62,54,8,3,5
S00126196,55,53,2,1,1
S00126197,63,61,2,1,1
S00126198,58,57,1,0,1
S00126199,36,35,1,1,0
S00126200,78,73,5,0,5
S00126201,35,35,0,0,0
S00126202,51,50,1,0,1
S00126203,61,54,7,1,6
S00126204,33,32,1,0,1
S00126205,31,31,0,0,0
S00126206,58,52,6,0,6
S00126207,126,55,71,62,9
S00126208,111,66,45,43,2
S00126209,74,66,8,4,4
S00126210,35,32,3,3,0
S00126211,51,44,7,1,6
S00126212,78,68,10,2,8
S00126213,42,36,6,0,6
S00126214,70,69,1,0,1
S00126215,27,22,5,3,2
S00126216,59,55,4,1,3
S00126217,39,38,1,0,1
S00126218,61,60,1,0,1
S00126219,64,41,23,23,0
S00126220,103,72,31,30,1
S00126221,39,26,13,11,2
S00126222,45,43,2,0,2
S00126223,27,26,1,1,0
S00126224,26,25,1,1,0
S00126225,81,73,8,4,4
S00126226,43,41,2,0,2
S00126227,37,37,0,0,0
S00126228,61,61,0,0,0
S00126229,60,58,2,2,0
S00126230,35,30,5,5,0
S00126231,36,29,7,6,1
S00126232,58,44,14,12,2
S00126233,45,38,7,5,2
S00126234,39,38,1,1,0
S00126235,40,29,11,10,1
S00126236,82,64,18,17,1
S00126237,56,54,2,0,2
S00126238,62,45,17,11,6
S00126239,50,39,11,9,2
S00126240,47,36,11,7,4
S00126241,54,48,6,6,0
S00126242,61,52,9,4,5
S00126243,51,45,6,4,2
S00126244,45,35,10,8,2
S00126245,87,61,26,24,2
S00126246,72,59,13,12,1
S00126247,47,45,2,0,2
S00126248,44,43,1,0,1
S00126249,46,45,1,1,0
S00126250,68,67,1,0,1
S00126251,43,31,12,11,1
S00126252,63,51,12,9,3
S00126253,49,48,1,1,0
S00126254,73,64,9,6,3
S00126255,73,46,27,23,4
S00126256,68,51,17,16,1
S00126257,28,22,6,4,2
S00126258,67,36,31,30,1
S00126259,73,51,22,21,1
S00126260,56,55,1,1,0
S00126261,44,41,3,3,0
S00126262,40,40,0,0,0
S00126263,44,43,1,0,1
S00126264,71,68,3,3,0
S00126265,78,74,4,3,1
S00126266,70,59,11,10,1
S00126267,49,45,4,1,3
S00126268,77,74,3,1,2
S00126269,55,54,1,1,0
S00126270,39,37,2,0,2
S00126271,42,40,2,1,1
S00126272,45,43,2,2,0
S00126273,53,53,0,0,0
S00126274,76,70,6,5,1
S00126275,40,40,0,0,0
S00126276,54,52,2,1,1
S00126277,55,38,17,0,17
S00126278,50,49,1,0,1
S00126279,60,53,7,7,0
S00126280,32,31,1,0,1
S00126281,39,32,7,0,7
S00126282,47,45,2,1,1
S00126283,53,42,11,4,7
S00126284,39,35,4,3,1
S00126285,60,56,4,1,3
S00126286,39,36,3,0,3
S00126287,70,66,4,0,4
S00126288,31,29,2,0,2
S00126289,59,26,33,32,1
S00126290,80,42,38,37,1
S00126291,55,31,24,24,0
S00126292,110,74,36,35,1
S00126293,35,30,5,4,1
S00126294,56,34,22,18,4
S00126295,100,69,31,30,1
S00126296,70,50,20,18,2
S00126297,74,65,9,8,1
S00126298,53,41,12,8,4
S00126299,55,46,9,7,2
S00126300,85,68,17,16,1
S00126301,66,56,10,9,1
S00126302,61,40,21,21,0
S00126303,58,39,19,19,0
S00126304,37,31,6,5,1
S00126305,57,47,10,8,2
S00126306,58,48,10,7,3
S00126307,114,52,62,61,1
S00126308,86,51,35,35,0
S00126309,87,70,17,15,2
S00126310,41,40,1,0,1
S00126311,60,45,15,15,0
S00126312,63,62,1,1,0
S00126313,46,36,10,10,0
S00126314,44,42,2,2,0
S00126315,40,31,9,9,0
S00126316,39,27,12,10,2
S00126317,60,55,5,0,5
S00126318,58,57,1,0,1
S00126319,38,37,1,0,1
S00126320,73,70,3,0,3
S00126321,43,43,0,0,0
S00126322,50,49,1,0,1
S00126323,49,47,2,0,2
S00126324,52,50,2,0,2
S00126325,51,50,1,0,1
S00126326,45,45,0,0,0
S00126327,53,47,6,0,6
S00126328,62,60,2,0,2
S00126329,58,58,0,0,0
S00126330,56,54,2,0,2
S00126331,59,58,1,0,1
S00126332,69,66,3,0,3
S00126333,63,61,2,0,2
S00126334,62,57,5,0,5
S00126335,26,26,0,0,0
S00126336,45,45,0,0,0
S00126337,31,30,1,0,1
S00126338,29,29,0,0,0
S00126339,53,52,1,0,1
S00126340,60,58,2,1,1
S00126341,58,57,1,0,1
S00126342,48,47,1,0,1
S00126343,76,69,7,1,6
S00126344,24,24,0,0,0
S00126345,31,31,0,0,0
S00126346,53,53,0,0,0
S00126347,59,52,7,0,7
S00126348,52,52,0,0,0
S00126349,72,70,2,0,2
S00126350,50,50,0,0,0
S00126351,45,45,0,0,0
S00126352,65,65,0,0,0
S00126353,64,61,3,0,3
S00126354,48,44,4,3,1
S00126355,53,50,3,0,3
S00126356,65,63,2,1,1
S00126357,71,71,0,0,0
S00126358,35,33,2,1,1
S00126359,34,34,0,0,0
S00126360,68,61,7,0,7
S00126361,51,50,1,0,1
S00126362,43,43,0,0,0
S00126363,56,53,3,1,2
S00126364,29,28,1,0,1
S00126365,64,58,6,5,1
S00126366,41,39,2,1,1
S00126367,27,27,0,0,0
S00126368,31,31,0,0,0
S00126369,74,72,2,0,2
S00126370,31,23,8,4,4
S00126371,31,30,1,0,1
S00126372,64,64,0,0,0
S00126373,40,40,0,0,0
S00126374,71,70,1,0,1
S00126375,45,40,5,0,5
S00126376,60,56,4,0,4
S00126377,44,42,2,0,2
S00126378,71,67,4,1,3
S00126379,56,53,3,0,3
S00126380,66,57,9,2,7
S00126381,75,73,2,0,2
S00126382,44,42,2,0,2
S00126383,71,68,3,2,1
S00126384,48,45,3,1,2
S00126385,29,28,1,0,1
S00126386,56,52,4,0,4
S00126387,78,75,3,0,3
S00126388,74,73,1,1,0
S00126389,40,40,0,0,0
S00126390,41,41,0,0,0
S00126391,65,65,0,0,0
S00126392,49,49,0,0,0
S00126393,70,68,2,0,2
S00126394,33,33,0,0,0
S00126395,57,51,6,0,6
S00126396,69,65,4,1,3
S00126397,76,73,3,2,1
S00126398,54,49,5,5,0
S00126399,25,25,0,0,0
S00126400,59,58,1,1,0
S00126401,55,55,0,0,0
S00126402,49,48,1,0,1
S00126403,73,72,1,0,1
S00126404,58,40,18,0,18
S00126405,61,60,1,0,1
S00126406,73,73,0,0,0
S00126407,59,59,0,0,0
S00126408,72,70,2,0,2
S00126409,41,39,2,0,2
S00126410,50,39,11,1,10
S00126411,58,56,2,0,2
S00126412,61,48,13,12,1
S00126413,33,31,2,0,2
S00126414,54,48,6,1,5
S00126415,50,49,1,1,0
S00126416,69,63,6,2,4
S00126417,57,55,2,1,1
S00126418,33,33,0,0,0
S00126419,46,45,1,0,1
S00126420,59,55,4,0,4
S00126421,68,63,5,1,4
S00126422,78,73,5,0,5
S00126423,66,66,0,0,0
S00126424,53,52,1,0,1
S00126425,66,65,1,1,0
S00126426,41,41,0,0,0
S00126427,40,40,0,0,0
S00126428,51,51,0,0,0
S00126429,48,48,0,0,0
S00126430,46,46,0,0,0
S00126431,51,49,2,0,2
S00126432,45,45,0,0,0
S00126433,61,60,1,0,1
S00126434,33,33,0,0,0
S00126435,56,51,5,3,2
S00126436,47,44,3,0,3
S00126437,67,64,3,1,2
S00126438,58,57,1,0,1
S00126439,31,29,2,1,1
S00126440,55,53,2,1,1
S00126441,28,27,1,0,1
S00126442,95,85,10,1,9
S00126443,53,53,0,0,0
S00126444,53,49,4,1,3
S00126445,66,57,9,0,9
S00126446,36,36,0,0,0
S00126447,51,49,2,0,2
S00126448,59,59,0,0,0
S00126449,42,37,5,0,5
S00126450,60,55,5,1,4
S00126451,70,63,7,1,6
S00126452,68,62,6,2,4
S00126453,44,42,2,0,2
S00126454,33,33,0,0,0
S00126455,58,57,1,0,1
S00126456,33,32,1,1,0
S00126457,64,63,1,0,1
S00126458,68,63,5,1,4
S00126459,44,40,4,0,4
S00126460,40,40,0,0,0
S00126461,46,43,3,0,3
S00126462,64,59,5,1,4
S00126463,48,47,1,0,1
S00126464,75,70,5,5,0
S00126465,27,25,2,2,0
S00126466,46,39,7,5,2
S00126467,49,47,2,0,2
S00126468,69,66,3,3,0
S00126469,70,69,1,0,1
S00126470,77,74,3,0,3
S00126471,64,64,0,0,0
S00126472,53,53,0,0,0
S00126473,41,41,0,0,0
S00126474,77,75,2,0,2
S00126475,59,56,3,1,2
S00126476,55,54,1,0,1
S00126477,51,51,0,0,0
S00126478,42,38,4,0,4
S00126479,45,45,0,0,0
S00126480,45,45,0,0,0
S00126481,50,49,1,0,1
S00126482,42,42,0,0,0
S00126483,55,53,2,0,2
S00126484,58,58,0,0,0
S00126485,49,49,0,0,0
S00126486,48,47,1,0,1
S00126487,52,51,1,0,1
S00126488,63,63,0,0,0
S00126489,41,41,0,0,0
S00126490,51,47,4,0,4
S00126491,60,59,1,0,1
S00126492,88,86,2,1,1
S00126493,46,45,1,0,1
S00126494,25,24,1,0,1
S00126495,61,59,2,1,1
S00126496,68,65,3,0,3
S00126497,45,44,1,0,1
S00126498,46,44,2,0,2
S00126499,46,45,1,0,1
S00126500,36,36,0,0,0
S00126501,45,42,3,0,3
S00126502,48,47,1,0,1
S00126503,36,35,1,0,1
S00126504,72,70,2,1,1
S00126505,46,45,1,0,1
S00126506,63,60,3,0,3
S00126507,59,57,2,0,2
S00126508,40,39,1,0,1
S00126509,46,46,0,0,0
S00126510,47,45,2,1,1
S00126511,56,56,0,0,0
S00126512,72,71,1,0,1
S00126513,76,75,1,0,1
S00126514,37,35,2,0,2
S00126515,46,46,0,0,0
S00126516,54,54,0,0,0
S00126517,55,55,0,0,0
S00126518,43,43,0,0,0
S00126519,40,40,0,0,0
S00126520,73,73,0,0,0
S00126521,65,64,1,0,1
S00126522,64,64,0,0,0
S00126523,40,39,1,0,1
S00126524,48,48,0,0,0
S00126525,52,52,0,0,0
S00126526,48,48,0,0,0
S00126527,52,51,1,0,1
S00126528,49,49,0,0,0
S00126529,72,69,3,0,3
S00126530,66,61,5,0,5
S00126531,65,62,3,0,3
S00126532,69,67,2,0,2
S00126533,31,31,0,0,0
S00126534,52,49,3,0,3
S00126535,60,56,4,0,4
S00126536,26,26,0,0,0
S00126537,29,28,1,0,1
S00126538,41,41,0,0,0
S00126539,59,59,0,0,0
S00126540,40,39,1,0,1
S00126541,42,42,0,0,0
S00126542,48,48,0,0,0
S00126543,56,55,1,0,1
S00126544,63,63,0,0,0
S00126545,51,51,0,0,0
S00126546,40,40,0,0,0
S00126547,52,49,3,0,3
S00126548,71,70,1,0,1
S00126549,44,41,3,0,3
S00126550,34,34,0,0,0
S00126551,68,67,1,0,1
S00126552,37,37,0,0,0
S00126553,62,61,1,0,1
S00126554,47,47,0,0,0
